OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index,min_length,weather_group,date,time,hour,dayofweek,weekday,rushhour,weather_group2
2410,299000,300180,3812073,Matched,Block,,S DEARBORN ST BETWEEN 7TH AVE S AND 8TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-12T00:00:00.000Z,7/12/2018 3:42:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1272858.619828209 220899.3477982581),13978.0,1.948371687125159e-05,Clear or Partly Cloudy,2018-07-12,15:42:00,15.0,3,1,1.0,Clear or Partly Cloudy
2492,303500,304760,3814186,Matched,Block,,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-09-18T00:00:00.000Z,9/18/2018 10:09:00 AM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Overcast,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1274543.503669932 227311.3066528141),39.0,2.808636349384009e-10,Overcast,2018-09-18,10:09:00,10.0,1,1,0.0,Clear or Partly Cloudy
2506,237300,237740,3744480,Matched,Intersection,31915.0,38TH AVE SW AND FAUNTLEROY WAY SW,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-03-22T00:00:00.000Z,3/22/2017 5:12:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45.0,Vehicle - Pedalcyclist,16285,0,N,POINT (1258555.843365565 208932.1189219952),2927.0,0.0,Clear or Partly Cloudy,2017-03-22,05:12:00,5.0,2,1,0.0,Clear or Partly Cloudy
2520,302000,303220,E835702,Matched,Block,,7TH AVE BETWEEN BELL ST AND DEXTER AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-09-04T00:00:00.000Z,9/4/2018 4:06:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1268384.267439619 228955.4243505001),11869.0,9.442756972363063e-06,Clear or Partly Cloudy,2018-09-04,16:06:00,16.0,1,1,1.0,Clear or Partly Cloudy
2521,262300,263060,E750706,Matched,Block,,MERCER ST BETWEEN 5TH AVE N AND TAYLOR AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-12-20T00:00:00.000Z,12/20/2017 6:15:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,Y,,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1267191.669166401 231490.7403851002),6529.0,0.0,,2017-12-20,18:15:00,18.0,2,1,1.0,
2567,16465,16465,3569125,Matched,Intersection,36977.0,23RD AVE NW AND NW 85TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-04T00:00:00.000Z,4/4/2013 7:30:00 AM,At Intersection (intersection related),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,N,Unknown,Unknown,Daylight,Y,,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1258185.639461175 255757.6677699536),4375.0,0.0,,2013-04-04,07:30:00,7.0,3,1,1.0,
2599,12923,12923,1776526,Matched,Block,,4TH AVE S BETWEEN SEATTLE BLVD S AND I90 WB 4TH AV OFF RP,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-21T00:00:00.000Z,4/21/2004 12:45:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Wet,Daylight,,4112025.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1271391.178034708 220765.3678941131),23365.0,2.479856931273597e-05,Clear or Partly Cloudy,2004-04-21,12:45:00,12.0,2,1,0.0,Clear or Partly Cloudy
2623,16453,16453,3501827,Matched,Block,,N 50TH ST BETWEEN STONE AVE N AND GREEN LAKE WAY N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-04T00:00:00.000Z,4/4/2013 5:05:00 PM,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Raining,Wet,Daylight,,,Y,45.0,Vehicle - Pedalcyclist,21592,0,N,POINT (1268904.492400154 246224.4119521827),7066.0,2.377247431296289e-05,Raining,2013-04-04,17:05:00,17.0,3,1,1.0,Raining
2989,16729,16729,3551423,Matched,Block,,NE 47TH ST BETWEEN 24TH AVE NE AND 25TH AVE NE,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-04-08T00:00:00.000Z,4/8/2013 2:36:00 PM,Mid-Block (but intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1278714.9036742 245342.8177112788),11332.0,1.3043565298019258e-05,Overcast,2013-04-08,14:36:00,14.0,0,1,0.0,Clear or Partly Cloudy
3142,16776,16776,3562743,Matched,Block,,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-11T00:00:00.000Z,4/11/2013 2:09:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,,,45.0,Vehicle - Pedalcyclist,36127,0,N,POINT (1270153.443825439 222335.9730157256),15986.0,2.486473257438164e-05,Raining,2013-04-11,14:09:00,14.0,3,1,0.0,Raining
3269,16663,16663,3645768,Matched,Intersection,30192.0,18TH AVE AND E JEFFERSON ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-04-08T00:00:00.000Z,4/8/2013 5:40:00 PM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Daylight,,,,45.0,Vehicle - Pedalcyclist,10022,0,N,POINT (1276426.313527852 224602.1469700485),6861.0,0.0,,2013-04-08,17:40:00,17.0,0,1,1.0,
3288,16494,16494,3597407,Matched,Intersection,37899.0,35TH AVE NE AND NE 95TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-03T00:00:00.000Z,4/3/2013 1:40:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45.0,Vehicle - Pedalcyclist,0,524610,N,POINT (1281597.667389154 257808.669372052),11780.0,0.0,Clear or Partly Cloudy,2013-04-03,13:40:00,13.0,2,1,0.0,Clear or Partly Cloudy
3308,16969,16969,1213255,Matched,Intersection,28050.0,1ST AVE N AND FLORENTIA ST,,,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2004-08-11T00:00:00.000Z,8/11/2004 6:35:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4224038.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1265229.690924391 239674.7869854867),2274.0,0.0,Clear or Partly Cloudy,2004-08-11,18:35:00,18.0,2,1,1.0,Clear or Partly Cloudy
3344,16977,16977,1482733,Matched,Block,,2ND AVE BETWEEN PINE ST AND STEWART ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-12-02T00:00:00.000Z,12/2/2004,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Daylight,,4337020.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1268766.583536014 226374.9470998645),10130.0,2.7192938257903273e-05,Clear or Partly Cloudy,2004-12-02,00:00:00,,3,1,,Clear or Partly Cloudy
3445,17291,17291,1472875,Matched,Intersection,29253.0,28TH AVE E AND E MADISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-10T00:00:00.000Z,6/10/2004 5:06:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4162021.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1279691.762491196 230853.6022084504),6879.0,0.0,Clear or Partly Cloudy,2004-06-10,17:06:00,17.0,3,1,1.0,Clear or Partly Cloudy
3463,17149,17149,1782185,Matched,Intersection,36606.0,25TH AVE NE AND NE 125TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-21T00:00:00.000Z,6/21/2004 3:06:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4173012.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1278959.356474444 265833.1030442715),1360.0,0.0,Clear or Partly Cloudy,2004-06-21,15:06:00,15.0,0,1,1.0,Clear or Partly Cloudy
3531,17170,17170,1793707,Matched,Intersection,25393.0,15TH AVE NW AND NW 61ST ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-27T00:00:00.000Z,5/27/2004 8:15:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dusk,Y,4148045.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1260324.484647363 249332.334003374),12827.0,0.0,Raining,2004-05-27,20:15:00,20.0,3,1,0.0,Raining
3577,17448,17448,1795026,Matched,Block,,40TH AVE NE BETWEEN NE 73RD N ST AND NE 75TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-09-19T00:00:00.000Z,9/19/2004 3:01:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,1,Clear or Partly Cloudy,Dry,Daylight,Y,4263009.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1282826.852862418 252273.6701343805),412.0,7.246340476086676e-06,Clear or Partly Cloudy,2004-09-19,15:01:00,15.0,6,0,1.0,Clear or Partly Cloudy
3783,17612,17612,1772159,Matched,Intersection,29922.0,BOREN AVE AND MARION ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-06-15T00:00:00.000Z,6/15/2004 8:15:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4167029.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1272609.620787948 225571.2106510401),3654.0,0.0,Clear or Partly Cloudy,2004-06-15,08:15:00,8.0,1,1,1.0,Clear or Partly Cloudy
3896,17535,17535,1771605,Matched,Block,,BEACON AVE S BETWEEN S HANFORD ST AND S HORTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-12T00:00:00.000Z,5/12/2004 5:17:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4133006.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1276176.738871604 213077.3132942468),3361.0,7.324608281073104e-09,Clear or Partly Cloudy,2004-05-12,17:17:00,17.0,2,1,1.0,Clear or Partly Cloudy
3937,17129,17129,1798936,Matched,Block,,BOREN AVE BETWEEN E FIR ST AND E ALDER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-03T00:00:00.000Z,9/3/2004,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,4247008.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1273750.779701114 223688.6916091144),3389.0,4.977467696869214e-06,Clear or Partly Cloudy,2004-09-03,00:00:00,,4,1,,Clear or Partly Cloudy
3951,18118,18118,1773848,Matched,Intersection,25188.0,BALLARD BR ON RP AND NW BALLARD WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-11T00:00:00.000Z,8/11/2004 11:41:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4224045.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1260223.177255273 245629.7258715779),1660.0,0.0,Clear or Partly Cloudy,2004-08-11,11:41:00,11.0,2,1,0.0,Clear or Partly Cloudy
3962,17545,17545,1777048,Matched,Intersection,30542.0,6TH AVE S AND S DEARBORN ST,,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2004-06-17T00:00:00.000Z,6/17/2004 11:12:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4169017.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1272053.794867381 220916.7845342755),4454.0,0.0,Clear or Partly Cloudy,2004-06-17,11:12:00,11.0,3,1,0.0,Clear or Partly Cloudy
4181,18024,18024,1777584,Matched,Intersection,29619.0,MADISON ST AND WESTERN AVE,,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2004-08-28T00:00:00.000Z,8/28/2004 3:41:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4241006.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1269406.242608666 224030.3988734633),6761.0,0.0,Clear or Partly Cloudy,2004-08-28,15:41:00,15.0,5,0,1.0,Clear or Partly Cloudy
4184,17747,17747,1787962,Matched,Block,,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-07-01T00:00:00.000Z,7/1/2004,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,4183021.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1274838.711926237 215970.8453932106),10824.0,1.4673360793660886e-05,Overcast,2004-07-01,00:00:00,,3,1,,Clear or Partly Cloudy
4190,17741,17741,1217005,Matched,Intersection,30145.0,19TH AVE AND E UNION ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-18T00:00:00.000Z,8/18/2004 5:07:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4231018.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1276827.780664265 227049.1508765519),126.0,0.0,Clear or Partly Cloudy,2004-08-18,17:07:00,17.0,2,1,1.0,Clear or Partly Cloudy
4217,18037,18037,1216773,Matched,Block,,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,4217030.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1280822.949180365 231945.5932495743),18101.0,4.1918109452514015e-06,Clear or Partly Cloudy,2004-08-04,00:00:00,,2,1,,Clear or Partly Cloudy
4252,18190,18190,1772885,Matched,Intersection,33710.0,LAKE WASHINGTON BLVD S AND S ORCAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-17T00:00:00.000Z,5/17/2004 6:49:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,4138008.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1288286.985796005 204269.0295092314),17297.0,0.0,Clear or Partly Cloudy,2004-05-17,18:49:00,18.0,0,1,1.0,Clear or Partly Cloudy
4335,18181,18181,1774719,Matched,Intersection,36655.0,LAKE CITY WAY NE AND NE 115TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-05-20T00:00:00.000Z,5/20/2004 8:50:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,4141022.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1279487.867450997 263169.9911055416),787.0,0.0,Overcast,2004-05-20,08:50:00,8.0,3,1,1.0,Clear or Partly Cloudy
4364,18075,18075,1781887,Matched,Intersection,25790.0,11TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-10-12T00:00:00.000Z,10/12/2004 5:58:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,,4286032.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1275016.001590416 246065.9995360225),7253.0,0.0,Clear or Partly Cloudy,2004-10-12,17:58:00,17.0,1,1,1.0,Clear or Partly Cloudy
4398,17946,17946,1321791,Matched,Block,,PINE ST BETWEEN BOREN AVE AND MINOR AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-22T00:00:00.000Z,8/22/2004 10:08:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4235015.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1271473.77195479 227805.7726373225),22554.0,2.3332869507233626e-05,Raining,2004-08-22,22:08:00,22.0,6,0,0.0,Raining
4512,18099,18099,1794103,Matched,Block,,NE 45TH ST BETWEEN U VILLAGE DR AND NE 45TH PL,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-08-30T00:00:00.000Z,8/30/2004 2:50:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4243002.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1280304.947131827 244621.4339025468),9520.0,3.0031165339074816e-05,Clear or Partly Cloudy,2004-08-30,14:50:00,14.0,0,1,0.0,Clear or Partly Cloudy
4536,18403,18403,1790777,Matched,Intersection,32134.0,28TH AVE SW AND SW YANCY ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,2,1,0,2004-08-31T00:00:00.000Z,8/31/2004 1:51:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4244003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1261557.258536637 210826.6348919421),5428.0,0.0,Clear or Partly Cloudy,2004-08-31,13:51:00,13.0,1,1,0.0,Clear or Partly Cloudy
4665,18437,18437,1789748,Matched,Block,,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-28T00:00:00.000Z,9/28/2004 9:01:00 AM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Dry,Daylight,,4272032.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1275581.875254989 229332.3000628948),18616.0,2.400357292368956e-05,Overcast,2004-09-28,09:01:00,9.0,1,1,1.0,Clear or Partly Cloudy
4800,18592,18592,1798902,Matched,Block,,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2004-08-20T00:00:00.000Z,8/20/2004 6:00:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4233007.0,Y,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1273416.125492781 229670.3703352362),13843.0,6.516428281786797e-11,Clear or Partly Cloudy,2004-08-20,18:00:00,18.0,4,1,1.0,Clear or Partly Cloudy
4824,18467,18467,1786942,Matched,Intersection,28258.0,10TH AVE E AND E NEWTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-11T00:00:00.000Z,1/11/2004 3:51:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4011003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1273898.280501276 235990.4813177139),9849.0,0.0,Clear or Partly Cloudy,2004-01-11,15:51:00,15.0,6,0,1.0,Clear or Partly Cloudy
4828,18335,18335,1794345,Matched,Intersection,25213.0,28TH AVE NW AND NW 59TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-09-09T00:00:00.000Z,9/9/2004,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,4253021.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1256210.39312315 248890.5320189148),5419.0,0.0,Clear or Partly Cloudy,2004-09-09,00:00:00,,3,1,,Clear or Partly Cloudy
4905,18627,18627,1772596,Matched,Block,,LAKE WASHINGTON BLVD E BETWEEN E MADISON ST AND ARBORETUM DR E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-19T00:00:00.000Z,6/19/2004 11:10:00 AM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,4171003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1280506.198972031 232193.5976018161),21803.0,4.019627683587087e-06,Clear or Partly Cloudy,2004-06-19,11:10:00,11.0,5,0,0.0,Clear or Partly Cloudy
4915,18363,18363,1482511,Matched,Intersection,27842.0,BLAINE ST AND QUEEN ANNE AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-20T00:00:00.000Z,7/20/2004 5:53:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4202033.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1264787.077931941 235253.3318769485),638.0,0.0,Clear or Partly Cloudy,2004-07-20,17:53:00,17.0,1,1,1.0,Clear or Partly Cloudy
4917,18362,18362,1072239,Matched,Intersection,29933.0,5TH AVE AND SPRING ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-12T00:00:00.000Z,7/12/2004 4:20:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4194004.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1270635.753265932 225114.0573705733),481.0,0.0,Clear or Partly Cloudy,2004-07-12,16:20:00,16.0,0,1,1.0,Clear or Partly Cloudy
4925,18360,18360,1319746,Matched,Intersection,25033.0,SEAVIEW AVE NW AND NW 61ST ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-06-14T00:00:00.000Z,6/14/2004 5:37:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4166022.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1252900.118815765 249362.7557633966),14837.0,0.0,Clear or Partly Cloudy,2004-06-14,17:37:00,17.0,0,1,1.0,Clear or Partly Cloudy
4928,18353,18353,1317775,Matched,Intersection,24330.0,LINDEN AVE N AND N 72ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-03T00:00:00.000Z,4/3/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4094003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1267568.612142786 252092.7471901923),811.0,0.0,Clear or Partly Cloudy,2004-04-03,00:00:00,,5,0,,Clear or Partly Cloudy
5156,18826,18826,1797905,Matched,Block,,37TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW OREGON ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,4217029.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1258887.949349895 209221.3427302986),2908.0,0.0,Overcast,2004-08-04,00:00:00,,2,1,,Clear or Partly Cloudy
5162,19261,19261,1213635,Matched,Intersection,30484.0,4TH AVE AND JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-10-11T00:00:00.000Z,10/11/2004 1:45:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,4285017.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1271294.124082595 223369.603736788),778.0,0.0,Clear or Partly Cloudy,2004-10-11,13:45:00,13.0,0,1,0.0,Clear or Partly Cloudy
5178,19117,19117,1781939,Matched,Intersection,27149.0,15TH AVE NE AND NE PACIFIC ST,,,2,Injury Collision,Cycles,6,0,1,1,1,0,0,2004-07-22T00:00:00.000Z,7/22/2004 9:07:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,4204005.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1275885.728567302 241688.8779955506),1534.0,0.0,Clear or Partly Cloudy,2004-07-22,09:07:00,9.0,3,1,1.0,Clear or Partly Cloudy
