index,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index
2268,3269,16663,16663,3645768,Matched,Intersection,30192,18TH AVE AND E JEFFERSON ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-04-08T00:00:00.000Z,4/8/2013 5:40:00 PM,At Intersection (intersection related),00,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Unknown,Daylight,,,,45,Vehicle - Pedalcyclist,10022,0,N,POINT (1276426.313527852 224602.1469700485),6931.0
2287,3288,16494,16494,3597407,Matched,Intersection,37899,35TH AVE NE AND NE 95TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-04-03T00:00:00.000Z,4/3/2013 1:40:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,524610,N,POINT (1281597.667389154 257808.669372052),11932.0
2307,3308,16969,16969,1213255,Matched,Intersection,28050,1ST AVE N AND FLORENTIA ST,,,2b,Serious Injury Collision,Cycles,3,0,1,1,1,1,0,2004-08-11T00:00:00.000Z,8/11/2004 6:35:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04224038,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1265229.690924391 239674.7869854867),2311.0
2343,3344,16977,16977,1482733,Matched,Block,,2ND AVE BETWEEN PINE ST AND STEWART ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-12-02T00:00:00.000Z,12/2/2004,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,0,Clear or Partly Cloudy,Dry,Daylight,,04337020,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268766.583536014 226374.9470998645),10261.0
2444,3445,17291,17291,1472875,Matched,Intersection,29253,28TH AVE E AND E MADISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-10T00:00:00.000Z,6/10/2004 5:06:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04162021,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1279691.762491196 230853.6022084504),6949.0
2462,3463,17149,17149,1782185,Matched,Intersection,36606,25TH AVE NE AND NE 125TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-21T00:00:00.000Z,6/21/2004 3:06:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04173012,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1278959.356474444 265833.1030442715),1360.0
2530,3531,17170,17170,1793707,Matched,Intersection,25393,15TH AVE NW AND NW 61ST ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-27T00:00:00.000Z,5/27/2004 8:15:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dusk,Y,04148045,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1260324.484647363 249332.334003374),12984.0
2576,3577,17448,17448,1795026,Matched,Block,,40TH AVE NE BETWEEN NE 73RD N ST AND NE 75TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-09-19T00:00:00.000Z,9/19/2004 3:01:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,1,Clear or Partly Cloudy,Dry,Daylight,Y,04263009,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1282826.852862418 252273.6701343805),412.0
2782,3783,17612,17612,1772159,Matched,Intersection,29922,BOREN AVE AND MARION ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-06-15T00:00:00.000Z,6/15/2004 8:15:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04167029,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1272609.620787948 225571.2106510401),3693.0
2895,3896,17535,17535,1771605,Matched,Block,,BEACON AVE S BETWEEN S HANFORD ST AND S HORTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-12T00:00:00.000Z,5/12/2004 5:17:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04133006,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1276176.738871604 213077.3132942468),3398.0
2936,3937,17129,17129,1798936,Matched,Block,,BOREN AVE BETWEEN E FIR ST AND E ALDER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-03T00:00:00.000Z,9/3/2004,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,04247008,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1273750.779701114 223688.6916091144),3426.0
2950,3951,18118,18118,1773848,Matched,Intersection,25188,BALLARD BR ON RP AND NW BALLARD WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-11T00:00:00.000Z,8/11/2004 11:41:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04224045,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1260223.177255273 245629.7258715779),1660.0
2961,3962,17545,17545,1777048,Matched,Intersection,30542,6TH AVE S AND S DEARBORN ST,,,2,Injury Collision,Cycles,1,0,1,0,1,0,0,2004-06-17T00:00:00.000Z,6/17/2004 11:12:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04169017,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1272053.794867381 220916.7845342755),4493.0
3180,4181,18024,18024,1777584,Matched,Intersection,29619,MADISON ST AND WESTERN AVE,,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2004-08-28T00:00:00.000Z,8/28/2004 3:41:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04241006,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1269406.242608666 224030.3988734633),6831.0
3183,4184,17747,17747,1787962,Matched,Block,,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-07-01T00:00:00.000Z,7/1/2004,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,04183021,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1274838.711926237 215970.8453932106),10966.0
3189,4190,17741,17741,1217005,Matched,Intersection,30145,19TH AVE AND E UNION ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-18T00:00:00.000Z,8/18/2004 5:07:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04231018,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1276827.780664265 227049.1508765519),126.0
3216,4217,18037,18037,1216773,Matched,Block,,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Clear or Partly Cloudy,Dry,Daylight,Y,04217030,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280822.949180365 231945.5932495743),18327.0
3251,4252,18190,18190,1772885,Matched,Intersection,33710,LAKE WASHINGTON BLVD S AND S ORCAS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-17T00:00:00.000Z,5/17/2004 6:49:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,Y,04138008,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1288286.985796005 204269.0295092314),17519.0
3334,4335,18181,18181,1774719,Matched,Intersection,36655,LAKE CITY WAY NE AND NE 115TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-05-20T00:00:00.000Z,5/20/2004 8:50:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,Y,04141022,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1279487.867450997 263169.9911055416),787.0
3363,4364,18075,18075,1781887,Matched,Intersection,25790,11TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-10-12T00:00:00.000Z,10/12/2004 5:58:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Dusk,,04286032,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1275016.001590416 246065.9995360225),7323.0
3397,4398,17946,17946,1321791,Matched,Block,,PINE ST BETWEEN BOREN AVE AND MINOR AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-22T00:00:00.000Z,8/22/2004 10:08:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,04235015,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1271473.77195479 227805.7726373225),22844.0
3511,4512,18099,18099,1794103,Matched,Block,,NE 45TH ST BETWEEN U VILLAGE DR AND NE 45TH PL,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-08-30T00:00:00.000Z,8/30/2004 2:50:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04243002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280304.947131827 244621.4339025468),9629.0
3535,4536,18403,18403,1790777,Matched,Intersection,32134,28TH AVE SW AND SW YANCY ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,2,1,0,2004-08-31T00:00:00.000Z,8/31/2004 1:51:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04244003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1261557.258536637 210826.6348919421),5496.0
3664,4665,18437,18437,1789748,Matched,Block,,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-28T00:00:00.000Z,9/28/2004 9:01:00 AM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Dry,Daylight,,04272032,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1275581.875254989 229332.3000628948),18853.0
3799,4800,18592,18592,1798902,Matched,Block,,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2004-08-20T00:00:00.000Z,8/20/2004 6:00:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04233007,Y,45,Vehicle - Pedalcyclist,0,0,N,POINT (1273416.125492781 229670.3703352362),14019.0
3823,4824,18467,18467,1786942,Matched,Intersection,28258,10TH AVE E AND E NEWTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-11T00:00:00.000Z,1/11/2004 3:51:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04011003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1273898.280501276 235990.4813177139),9973.0
3827,4828,18335,18335,1794345,Matched,Intersection,25213,28TH AVE NW AND NW 59TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-09-09T00:00:00.000Z,9/9/2004,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04253021,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1256210.39312315 248890.5320189148),5487.0
3904,4905,18627,18627,1772596,Matched,Block,,LAKE WASHINGTON BLVD E BETWEEN E MADISON ST AND ARBORETUM DR E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-06-19T00:00:00.000Z,6/19/2004 11:10:00 AM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Clear or Partly Cloudy,Dry,Daylight,,04171003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280506.198972031 232193.5976018161),22085.0
3914,4915,18363,18363,1482511,Matched,Intersection,27842,BLAINE ST AND QUEEN ANNE AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-20T00:00:00.000Z,7/20/2004 5:53:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04202033,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1264787.077931941 235253.3318769485),638.0
3916,4917,18362,18362,1072239,Matched,Intersection,29933,5TH AVE AND SPRING ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-07-12T00:00:00.000Z,7/12/2004 4:20:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04194004,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1270635.753265932 225114.0573705733),481.0
3924,4925,18360,18360,1319746,Matched,Intersection,25033,SEAVIEW AVE NW AND NW 61ST ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-06-14T00:00:00.000Z,6/14/2004 5:37:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04166022,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1252900.118815765 249362.7557633966),15024.0
3927,4928,18353,18353,1317775,Matched,Intersection,24330,LINDEN AVE N AND N 72ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-04-03T00:00:00.000Z,4/3/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04094003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1267568.612142786 252092.7471901923),811.0
4155,5156,18826,18826,1797905,Matched,Block,,37TH AVE SW BETWEEN FAUNTLEROY WAY SW AND SW OREGON ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-08-04T00:00:00.000Z,8/4/2004,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Overcast,Dry,Daylight,,04217029,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1258887.949349895 209221.3427302986),2945.0
4161,5162,19261,19261,1213635,Matched,Intersection,30484,4TH AVE AND JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-10-11T00:00:00.000Z,10/11/2004 1:45:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04285017,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1271294.124082595 223369.603736788),778.0
4177,5178,19117,19117,1781939,Matched,Intersection,27149,15TH AVE NE AND NE PACIFIC ST,,,2,Injury Collision,Cycles,6,0,1,1,1,0,0,2004-07-22T00:00:00.000Z,7/22/2004 9:07:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04204005,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1275885.728567302 241688.8779955506),1534.0
4189,5190,19268,19268,1788731,Matched,Block,,LAKE WASHINGTON BLVD S BETWEEN LAKE PARK DR S AND S HORTON NR ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2004-01-18T00:00:00.000Z,1/18/2004 2:39:00 PM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,0,Overcast,Wet,Daylight,,04018012,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1282466.716670036 214528.5998877287),16869.0
4194,5195,18975,18975,1795005,Matched,Intersection,25184,SHILSHOLE AVE NW AND NW 46TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-09-22T00:00:00.000Z,9/22/2004 7:58:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Daylight,,04266008,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1259729.65200676 245374.2066393197),957.0
4357,5358,18880,18880,1326988,Matched,Intersection,30092,32ND AVE AND E ALDER N ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-14T00:00:00.000Z,5/14/2004 7:43:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04135042,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280693.569084227 223913.6715773493),3891.0
4528,5529,19207,19207,1482781,Matched,Intersection,26694,3RD AVE W AND W BERTONA ST,,,2,Injury Collision,Cycles,2,0,1,1,2,0,0,2004-08-02T00:00:00.000Z,8/2/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04215002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1263936.750379071 240988.8518828303),277.0
4556,5557,18788,18788,1773851,Matched,Intersection,37292,COLLEGE WAY N AND N 100TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-01-29T00:00:00.000Z,1/29/2004 12:00:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Daylight,,04029006,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1270650.132529944 259461.2568937391),3477.0
4730,5731,19819,19819,1789114,Matched,Intersection,34850,DELRIDGE WAY SW AND SW CLOVERDALE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-05T00:00:00.000Z,5/5/2004,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04126042,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1263140.836650252 195790.8204765469),8884.0
4751,5752,19412,19412,1779892,Matched,Intersection,25227,26TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-20T00:00:00.000Z,5/20/2004 5:17:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,Y,04141024,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1256859.674659818 247789.3958897889),1669.0
4782,5783,19854,19854,1781878,Matched,Intersection,37486,8TH AVE NE AND NE 100TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-05-05T00:00:00.000Z,5/5/2004,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Overcast,Dry,Dawn,,04126005,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1274268.640309647 259352.5508456379),9199.0
4861,5862,19834,19834,1771783,Matched,Block,,68TH AVE S BETWEEN S BANGOR CT AND 66TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-31T00:00:00.000Z,8/31/2004 5:36:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04244002,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1290428.817734197 187195.3946757466),13877.0
4949,5950,19727,19727,1774259,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 98TH ST AND NE 100TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2004-06-25T00:00:00.000Z,6/25/2004 7:50:00 PM,Mid-Block (but intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear or Partly Cloudy,Dry,Daylight,,04177003,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1278566.434362054 259056.6595173329),14990.0
4960,5961,19464,19464,1788090,Matched,Intersection,30575,31ST AVE AND E YESLER WAY,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2004-07-05T00:00:00.000Z,7/5/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,0,Clear or Partly Cloudy,Dry,Daylight,,04187007,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1280446.052411973 222875.5805682838),2818.0
5004,5,323465,324965,E936558,Matched,Intersection,29260,29TH AVE E AND E HARRISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-06-30T00:00:00.000Z,6/30/2019 4:26:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1280020.673595533 230493.2934720814),254.0
5041,42,323515,325015,E940592,Matched,Intersection,25489,EAST GREEN LAKE WAY N AND WEST GREEN LAKE WAY N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2019-06-18T00:00:00.000Z,6/18/2019 5:39:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6,Pedalcyclist Strikes Moving Vehicle,42025,0,N,POINT (1269226.197552487 247789.821617797),6910.0
5050,51,323507,325007,E939179,Matched,Intersection,30084,M L KING JR WAY AND E JEFFERSON ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2019-06-23T00:00:00.000Z,6/23/2019 4:30:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,Y,N,Overcast,Dry,Daylight,,,,5,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1279423.872058928 224545.9155459851),1104.0
5054,55,323516,325016,E940594,Matched,Intersection,36409,FREMONT AVE N AND N 109TH ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2019-06-29T00:00:00.000Z,6/29/2019 1:19:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,6,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1266999.021102205 261937.3877122849),6434.0
5211,212,30200,30200,1776531,Matched,Intersection,25792,BROOKLYN AVE NE AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2004-08-09T00:00:00.000Z,8/9/2004,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear or Partly Cloudy,Dry,Daylight,,04222005,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1275539.245622948 246048.9179360121),652.0
5270,271,1064,1064,3550081,Matched,Intersection,31315,13TH AVE S AND S STEVENS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-03-25T00:00:00.000Z,3/25/2013 10:57:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1274478.466869861 213952.5676951408),8526.0
5274,275,1063,1063,3503600,Matched,Block,,S DEARBORN ST BETWEEN DEARBORN OFF RP AND DEARBORN ST OFF RP,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-03-25T00:00:00.000Z,3/25/2013 1:00:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,5867,0,N,POINT (1273553.715380922 220883.9168222398),7737.0
5325,326,1290,1290,3581633,Matched,Intersection,29878,BOREN AVE AND PIKE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2013-03-29T00:00:00.000Z,3/29/2013 11:53:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Unknown,Y,,,45,Vehicle - Pedalcyclist,25242,0,N,POINT (1271552.335410863 227358.0148768723),6658.0
5328,329,1099,1099,3503283,Matched,Intersection,27149,15TH AVE NE AND NE PACIFIC ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2013-03-28T00:00:00.000Z,3/28/2013 3:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,520838,N,POINT (1275885.728567302 241688.8779955506),1534.0
